school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,_schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta
2014-15,X425,79X901,EVANDER CHILDS EVENING HS(XE),X901,800 EAST GUN HILL ROAD,X,11.0,,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,7,Bronx High School for Writing and Communication Ar |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |  High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,,,,,,,,,,,,BRONX,10467.0,40.875953,-73.86197,12.0,12.0,372.0,2057045.0,2046330040.0,Williamsbridge-Olinville                                                   
2014-15,X425,,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,800 EAST GUN HILL ROAD,X,11.0,2816.0,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,7,Bronx High School for Writing and Communication Ar |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |  High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,6.0,29.0,62.0,11.0,20.0,11C,2501-3000,3.33,12.0,34.5,6.42,7.17,BRONX,10467.0,40.875953,-73.86197,12.0,12.0,372.0,2057045.0,2046330040.0,Williamsbridge-Olinville                                                   
2014-15,X430,10X268,Kingsbridge International High School,X268,2780 RESERVOIR AVENUE,X,10.0,461.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,10X342,International School for Liberal Arts,X342,2780 RESERVOIR AVENUE,X,10.0,561.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,4C,501-750,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,10X433,High School for Teaching and the Professions,X433,2780 RESERVOIR AVENUE,X,10.0,486.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,10X442,"Celia Cruz Bronx High School of Music, The",X442,2780 RESERVOIR AVENUE,X,10.0,430.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,10X503,Walton Yabc,X503,2780 RESERVOIR AVENUE,X,10.0,264.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,10X549,Discovery High School,X549,2780 RESERVOIR AVENUE,X,10.0,530.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,4C,501-750,,,,,,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X430,,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,,2780 RESERVOIR AVENUE,X,10.0,2732.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",2.0,8.0,42.0,2.0,5.0,11C,2501-3000,3.33,12.0,34.5,6.42,7.17,BRONX,10468.0,40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
2014-15,X435,10X243,West Bronx Academy for the Future,X243,500 EAST FORDHAM ROAD,X,10.0,599.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X435,10X374,Knowledge and Power Preparatory Academy Internatio,X374,500 EAST FORDHAM ROAD,X,10.0,487.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X435,10X434,Belmont Preparatory High School,X434,500 EAST FORDHAM ROAD,X,10.0,416.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X450,08X377,Bronx Community High School,X377,1980 LAFAYETTE AVENUE,X,8.0,165.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X435,10X437,Fordham High School for the Arts,X437,500 EAST FORDHAM ROAD,X,10.0,401.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X435,10X438,Fordham Leadership Academy for Business and Techno,X438,500 EAST FORDHAM ROAD,X,10.0,438.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X435,10X439,Bronx High School for Law and Community Service,X439,500 EAST FORDHAM ROAD,X,10.0,398.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X435,,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,500 EAST FORDHAM ROAD,X,10.0,2739.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,7,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,3.0,11.0,19.0,10.0,4.0,11C,2501-3000,3.33,12.0,34.5,6.42,7.17,BRONX,10458.0,40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
2014-15,X440,10X351,Bronx Collaborative High School,X351,100 WEST MOSHOLU PARKWAY SOUTH,X,10.0,223.0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,3,Bronx Collaborative High School |  World View High School |  DeWitt Clinton High School |  100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
2014-15,X440,10X353,World View High School,X353,100 WEST MOSHOLU PARKWAY SOUTH,X,10.0,173.0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,3,Bronx Collaborative High School |  World View High School |  DeWitt Clinton High School |  100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
2014-15,X440,10X440,DeWitt Clinton High School,X440,100 WEST MOSHOLU PARKWAY SOUTH,X,10.0,2109.0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,3,Bronx Collaborative High School |  World View High School |  DeWitt Clinton High School |  100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,,,,,,10C,2001-2500,,,,,,BRONX,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
2014-15,X440,,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,,100 WEST MOSHOLU PARKWAY SOUTH,X,10.0,2505.0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,3,Bronx Collaborative High School |  World View High School |  DeWitt Clinton High School |  100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,6.0,15.0,74.0,6.0,13.0,11C,2501-3000,3.33,12.0,34.5,6.42,7.17,BRONX,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
2014-15,X445,10X445,Bronx High School of Science,X445,75 WEST 205 STREET,X,10.0,3015.0,,1,Bronx High School of Science,0.0,3.0,11.0,2.0,0.0,12C,3001-4000,1.57,7.21,14.07,5.14,2.57,BRONX,10468.0,40.87759,-73.89104,7.0,11.0,409.0,2094706.0,2032510201.0,Van Cortlandt Village                                                      
2014-15,X884,,350 GERARD AVENUE CONSOLIDATED LOCATION,,350 GERARD AVENUE,X,7.0,878.0,350 GERARD AVENUE CONSOLIDATED LOCATION,2,Community School for Social Justice |  Health Opportunities High School |  350 GERARD AVENUE CONSOLIDATED LOCATION,0.0,11.0,35.0,3.0,6.0,5C,751-1000,0.46,1.65,2.77,1.17,0.75,BRONX,10451.0,40.815938,-73.930386,1.0,8.0,63.0,2001027.0,2023440096.0,West Concourse                                                             
2014-15,X450,08X305,Pablo Neruda Academy,X305,1980 LAFAYETTE AVENUE,X,8.0,315.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X312,Millennium Art Academy,X312,1980 LAFAYETTE AVENUE,X,8.0,487.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X376,Antonia Pantoja Preparatory Academy: A College Boa,X376,1980 LAFAYETTE AVENUE,X,8.0,450.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X432,BRONX BRIDGES HIGH SCHOOL,X432,1980 LAFAYETTE AVENUE,X,8.0,333.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X452,Bronx Guild,X452,1980 LAFAYETTE AVENUE,X,8.0,326.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X507,Stevenson Yabc,X507,1980 LAFAYETTE AVENUE,X,8.0,166.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X450,08X561,Bronx Compass High School,X561,1980 LAFAYETTE AVENUE,X,8.0,332.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251- 500,,,,,,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X852,10X308,Bronx Dance Academy School,X308,3617 BAINBRIDGE AVENUE,X,10.0,268.0,,1,Bronx Dance Academy School,0.0,0.0,0.0,0.0,0.0,3C,251- 500,0.27,1.11,1.38,0.8,0.48,BRONX,10467.0,40.885116,-73.877679,7.0,11.0,431.0,2017858.0,2033290124.0,Norwood                                                                    
2014-15,X450,,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,1980 LAFAYETTE AVENUE,X,8.0,2574.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,7.0,8.0,34.0,8.0,5.0,11C,2501-3000,3.33,12.0,34.5,6.42,7.17,BRONX,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
2014-15,X455,11X249,Bronx Health Sciences High School,X249,750 BAYCHESTER AVENUE,X,11.0,374.0,750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,Bronx Health Sciences High School |  Harry S Truman High School |  750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10475.0,40.874091,-73.833904,10.0,12.0,46201.0,2116159.0,2051410150.0,Co-op City                                                                 
2014-15,X455,11X455,Harry S Truman High School,X455,750 BAYCHESTER AVENUE,X,11.0,2058.0,750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,Bronx Health Sciences High School |  Harry S Truman High School |  750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,10C,2001-2500,,,,,,BRONX,10475.0,40.874091,-73.833904,10.0,12.0,46201.0,2116159.0,2051410150.0,Co-op City                                                                 
2014-15,X455,,750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,750 BAYCHESTER AVENUE,X,11.0,2432.0,750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,Bronx Health Sciences High School |  Harry S Truman High School |  750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,4.0,7.0,21.0,3.0,7.0,10C,2001-2500,1.96,7.74,16.07,5.48,3.44,BRONX,10475.0,40.874091,-73.833904,10.0,12.0,46201.0,2116159.0,2051410150.0,Co-op City                                                                 
2014-15,X460,09X505,"Bronx School for Law, Government and Justice",X505,244 EAST 163 STREET,X,9.0,778.0,,1,"Bronx School for Law, Government and Justice",1.0,4.0,7.0,3.0,0.0,5C,751-1000,0.46,1.65,2.77,1.17,0.75,BRONX,10451.0,40.827607,-73.918681,4.0,16.0,18302.0,2109459.0,2024450006.0,East Concourse-Concourse Village                                           
2014-15,X465,09X231,Eagle Academy for Young Men,X231,4143 THIRD AVENUE,X,9.0,608.0,,1,Eagle Academy for Young Men,1.0,8.0,7.0,2.0,4.0,4C,501-750,0.31,1.12,1.82,0.79,0.51,BRONX,10457.0,40.844958,-73.89705,6.0,15.0,395.0,2117666.0,2029230018.0,Claremont-Bathgate                                                         
2014-15,X470,07X473,Mott Haven Village Preparatory High School,X473,701 ST. ANNS AVENUE,X,7.0,364.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10455.0,40.81825,-73.91103,1.0,17.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North                                             
2014-15,X470,07X495,University Heights Secondary School,X495,701 ST. ANNS AVENUE,X,7.0,486.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10455.0,40.81825,-73.91103,1.0,17.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North                                             
2014-15,X470,,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,701 ST. ANNS AVENUE,X,7.0,850.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,0.0,3.0,6.0,2.0,1.0,5C,751-1000,0.46,1.65,2.77,1.17,0.75,BRONX,10455.0,40.81825,-73.91103,1.0,17.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North                                             
2014-15,X498,11X498,PS/MS 11X498 - VAN NEST ACADEMY,X498,1640 BRONXDALE AVE,X,11.0,582.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10462.0,40.84473,-73.858207,11.0,13.0,244.0,2116414.0,2040910001.0,Van Nest-Morris Park-Westchester Square                                    
2014-15,X475,10X213,Bronx Engineering and Technology Academy,X213,99 TERRACE VIEW AVENUE,X,10.0,417.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2014-15,X475,10X284,Bronx School of Law and Finance,X284,99 TERRACE VIEW AVENUE,X,10.0,426.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2014-15,X475,10X397,English Language Learners and International Suppor,X397,99 TERRACE VIEW AVENUE,X,10.0,350.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2014-15,X600,07X456,Alfred E. Smith Campus YABC,X456,333 EAST 151 STREET,X,7.0,259.0,333 EAST 151 STREET CONSOLIDATED LOCATION,4,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,3C,251- 500,,,,,,BRONX,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
2014-15,X475,10X477,Marble Hill High School for International Studies,X477,99 TERRACE VIEW AVENUE,X,10.0,449.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2014-15,X475,10X504,Kennedy Yabc,X504,99 TERRACE VIEW AVENUE,X,10.0,210.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2014-15,X475,10X539,THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW),X539,99 TERRACE VIEW AVENUE,X,10.0,,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,8,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,,,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
