school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,_schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta
2015-16,K006,17K006,P.S. 006,K006,43 SNYDER AVENUE,K,17.0,712.0,,1,P.S. 006,0.0,1.0,2.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN,11226.0,40.64859,-73.957138,14.0,40.0,794.0,3117230.0,3051030079.0,Erasmus                                                                    
2015-16,K005,16K005,P.S. 005 Dr. Ronald Mcnair,K005,820 HANCOCK STREET,K,16.0,231.0,,1,P.S. 005 Dr. Ronald Mcnair,0.0,0.0,2.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN,11233.0,40.685695,-73.922463,3.0,41.0,377.0,3039906.0,3014900001.0,Stuyvesant Heights                                                         
2015-16,K003,13K003,P.S. 003 The Bedford Village,K003,50 JEFFERSON AVENUE,K,13.0,450.0,,1,P.S. 003 The Bedford Village,0.0,0.0,2.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN,11216.0,40.682663,-73.955338,3.0,36.0,227.0,3057406.0,3019980001.0,Clinton Hill                                                               
2015-16,K002,,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,655 PARKSIDE AVENUE,K,17.0,1378.0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,0.0,3.0,1.0,0.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN,11226.0,40.656183,-73.951583,9.0,40.0,802.0,3378201.0,3050500051.0,Prospect Lefferts Gardens-Wingate                                          
2015-16,K002,75K141,P.S. K141,K141,655 PARKSIDE AVENUE,K,17.0,374.0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BROOKLYN,11226.0,40.656183,-73.951583,9.0,40.0,802.0,3378201.0,3050500051.0,Prospect Lefferts Gardens-Wingate                                          
2015-16,K002,84K704,EXPLORE CHARTER SCHOOL(BS),K704,655 PARKSIDE AVENUE,K,17.0,529.0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BROOKLYN,11226.0,40.656183,-73.951583,9.0,40.0,802.0,3378201.0,3050500051.0,Prospect Lefferts Gardens-Wingate                                          
2015-16,K002,17K002,Parkside Preparatory Academy,K002,655 PARKSIDE AVENUE,K,17.0,475.0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BROOKLYN,11226.0,40.656183,-73.951583,9.0,40.0,802.0,3378201.0,3050500051.0,Prospect Lefferts Gardens-Wingate                                          
2015-16,X953,75XHOS,Hospital Schools - Bronx,X402,3450 EAST TREMONT AVENUE,X,8.0,,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,4,Hospital Schools - Brooklyn|  Hospital Schools|  Hospital Schools - Bronx|  Home Instruction - Bronx|  3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,,,,,,,,,,,,,BRONX,10465.0,40.832117,-73.82749,10.0,13.0,166.0,2079386.0,2055310021.0,Schuylerville-Throgs Neck-Edgewater Park                                   
2015-16,K001,15K001,P.S. 001 The Bergen,K001,309 47 STREET,K,15.0,1280.0,,1,P.S. 001 The Bergen,0.0,1.0,0.0,1.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN,11220.0,40.649042,-74.012289,7.0,38.0,80.0,3011821.0,3007550022.0,Sunset Park West                                                           
2015-16,K008,13K008,P.S. 008 Robert Fulton,K008,37 HICKS STREET,K,13.0,924.0,,1,P.S. 008 Robert Fulton,3.0,0.0,0.0,3.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN,11201.0,40.70071,-73.993241,2.0,33.0,1.0,3001540.0,3002110001.0,Brooklyn Heights-Cobble Hill                                               
2015-16,K095,21K095,P.S. 095 The Gravesend,K095,345 VAN SICKLEN STREET,K,21.0,932.0,,1,P.S. 095 The Gravesend,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN,11223.0,40.595698,-73.97518,15.0,47.0,398.0,3192661.0,3071230066.0,Gravesend                                                                  
2015-16,K165,23K165,P.S. 165 Ida Posner,K165,76 LOTT AVENUE,K,23.0,408.0,,1,P.S. 165 Ida Posner,1.0,5.0,1.0,2.0,4.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN,11212.0,40.65744,-73.911053,16.0,42.0,896.0,3082726.0,3036220023.0,Brownsville                                                                
2015-16,Q849,24Q077,I.S. 077,Q077,976 SENECA AVENUE,Q,24.0,1008.0,,1,I.S. 077,0.0,1.0,3.0,1.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS,11385.0,40.699516,-73.90214,5.0,34.0,555.0,4085922.0,4035630023.0,Ridgewood                                                                  
2015-16,K857,75K036,P.S. 36,K036,2045 LINDEN BOULEVARD,K,19.0,262.0,,1,P.S. 36,0.0,0.0,1.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN,11207.0,40.660134,-73.887023,5.0,42.0,1104.0,3097429.0,3043270024.0,East New York                                                              
2015-16,X953,75M401,Hospital Schools,M401,3450 EAST TREMONT AVENUE,X,8.0,78.0,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,4,Hospital Schools - Brooklyn|  Hospital Schools|  Hospital Schools - Bronx|  Home Instruction - Bronx|  3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,,,,,,2C,1-250,,,,,,BRONX,10465.0,40.832117,-73.82749,10.0,13.0,166.0,2079386.0,2055310021.0,Schuylerville-Throgs Neck-Edgewater Park                                   
2015-16,X953,75KHOS,Hospital Schools - Brooklyn,K403,3450 EAST TREMONT AVENUE,X,8.0,,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,4,Hospital Schools - Brooklyn|  Hospital Schools|  Hospital Schools - Bronx|  Home Instruction - Bronx|  3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,,,,,,,,,,,,,BRONX,10465.0,40.832117,-73.82749,10.0,13.0,166.0,2079386.0,2055310021.0,Schuylerville-Throgs Neck-Edgewater Park                                   
2015-16,X905,10X696,High School of American Studies at Lehman College,X696,2925 GOULDEN AVENUE,X,10.0,369.0,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,1,High School of American Studies at Lehman College,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10468.0,40.873938,-73.895382,8.0,11.0,409.0,2015222.0,2032460002.0,Van Cortlandt Village                                                      
2015-16,X886,10X307,Luisa Pineiro Fuentes School of Science and Discov,X307,124 EAMES PLACE,X,10.0,393.0,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,1,Luisa Pineiro Fuentes School of Science and Discov,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10468.0,40.869296,-73.901525,8.0,14.0,26701.0,2115783.0,2032480062.0,Van Cortlandt Village                                                      
2015-16,X884,,350 GERARD AVENUE CONSOLIDATED LOCATION,,350 GERARD AVENUE,X,7.0,880.0,350 GERARD AVENUE CONSOLIDATED LOCATION,2,Community School for Social Justice |  Health Opportunities High School |  350 GERARD AVENUE CONSOLIDATED LOCATION,3.0,10.0,16.0,2.0,8.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BRONX,10451.0,40.815938,-73.930386,1.0,8.0,63.0,2001027.0,2023440096.0,West Concourse                                                             
2015-16,X884,07X670,Health Opportunities High School,X670,350 GERARD AVENUE,X,7.0,554.0,350 GERARD AVENUE CONSOLIDATED LOCATION,2,Community School for Social Justice |  Health Opportunities High School |  350 GERARD AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10451.0,40.815938,-73.930386,1.0,8.0,63.0,2001027.0,2023440096.0,West Concourse                                                             
2015-16,X878,12X682,Fannie Lou Hamer Freedom High School,X682,1021 JENNINGS STREET,X,12.0,492.0,,1,Fannie Lou Hamer Freedom High School,1.0,1.0,8.0,1.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10460.0,40.83087,-73.88626,3.0,17.0,157.0,2010945.0,2030130001.0,Crotona Park East                                                          
2015-16,X876,09X525,Bronx Leadership Academy High School,X525,1710 WEBSTER AVENUE,X,9.0,680.0,,1,Bronx Leadership Academy High School,1.0,5.0,9.0,3.0,2.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BRONX,10457.0,40.843588,-73.903236,3.0,15.0,165.0,2094564.0,2028980001.0,Claremont-Bathgate                                                         
2015-16,X859,10X315,P.S. 315 Lab School,X315,2246 JEROME AVENUE,X,10.0,280.0,,1,P.S. 315 Lab School,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10453.0,40.857842,-73.904202,5.0,14.0,239.0,2014062.0,2031860049.0,Fordham South                                                              
2015-16,X852,10X308,Bronx Dance Academy School,X308,3617 BAINBRIDGE AVENUE,X,10.0,277.0,,1,Bronx Dance Academy School,0.0,0.0,1.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10467.0,40.885116,-73.877679,7.0,11.0,431.0,2017858.0,2033290124.0,Norwood                                                                    
2015-16,X843,10X246,P.S. 246 Poe Center,X246,2641 GRAND CONCOURSE,X,10.0,704.0,,1,P.S. 246 Poe Center,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BRONX,10468.0,40.865593,-73.894758,7.0,14.0,401.0,2013830.0,2031680027.0,Bedford Park-Fordham North                                                 
2015-16,X839,11X418,Bronx High School for the Visual Arts,X418,2040 ANTIN PL,X,11.0,500.0,,1,Bronx High School for the Visual Arts,0.0,3.0,1.0,1.0,2.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10462.0,40.851405,-73.865036,11.0,13.0,228.0,2048811.0,2042900048.0,Pelham Parkway                                                             
2015-16,X834,75X352,The Vida Bogart School for All Children,X352,1330 BRISTOW STREET,X,12.0,516.0,,1,The Vida Bogart School for All Children,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BRONX,10459.0,40.83132,-73.894794,3.0,17.0,153.0,2010273.0,2029650082.0,Crotona Park East                                                          
2015-16,X826,10X226,P.S. 226,X226,1950 SEDGWICK AVENUE,X,10.0,497.0,,1,P.S. 226,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BRONX,10453.0,40.856586,-73.916198,5.0,14.0,249.0,2096465.0,2032220100.0,University Heights-Morris Heights                                          
2015-16,X819,10X207,P.S. 207,X207,3030 GODWIN TERRACE,X,10.0,406.0,,1,P.S. 207,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10463.0,40.878322,-73.906556,8.0,11.0,289.0,2083138.0,2057010105.0,Spuyten Duyvil-Kingsbridge                                                 
2015-16,X790,,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,730 CONCOURSE VILLAGE WEST,X,7.0,1522.0,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,5.0,9.0,42.0,6.0,6.0,8C,1501-1750,0.42,1.78,3.44,1.02,0.87,BRONX,10451.0,40.82231,-73.923829,4.0,17.0,61.0,2103486.0,2024430078.0,East Concourse-Concourse Village                                           
2015-16,X790,07X548,Urban Assembly School for Careers in Sports,X548,730 CONCOURSE VILLAGE WEST,X,7.0,592.0,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10451.0,40.82231,-73.923829,4.0,17.0,61.0,2103486.0,2024430078.0,East Concourse-Concourse Village                                           
2015-16,X790,07X547,New Explorers High School,X547,730 CONCOURSE VILLAGE WEST,X,7.0,426.0,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10451.0,40.82231,-73.923829,4.0,17.0,61.0,2103486.0,2024430078.0,East Concourse-Concourse Village                                           
2015-16,X991,79X695,Passages Academy,X695,560 BROOK AVENUE,X,7.0,254.0,,1,Passages Academy,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BRONX,10455.0,40.815878,-73.914404,1.0,17.0,71.0,2000133.0,2022760001.0,Melrose South-Mott Haven North                                             
2015-16,X790,07X527,Bronx Leadership Academy II High School,X527,730 CONCOURSE VILLAGE WEST,X,7.0,504.0,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10451.0,40.82231,-73.923829,4.0,17.0,61.0,2103486.0,2024430078.0,East Concourse-Concourse Village                                           
2015-16,X660,,2474 CROTONA AVENUE CONSOLIDATED LOCATION,,2474 CROTONA AVENUE,X,10.0,1066.0,2474 CROTONA AVENUE CONSOLIDATED LOCATION,3,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology | 2474 CROTONA AVENUE CONSOLIDATED LOCATION,0.0,5.0,14.0,1.0,4.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X660,10X667,Grace Dodge Yabc,X667,2474 CROTONA AVENUE,X,10.0,,2474 CROTONA AVENUE CONSOLIDATED LOCATION,5,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |  Grace Dodge Career and Technical Education High Sc |  Grace Dodge Yabc |  2474 CROTONA AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X660,10X660,Grace Dodge Career and Technical Education High Sc,X660,2474 CROTONA AVENUE,X,10.0,,2474 CROTONA AVENUE CONSOLIDATED LOCATION,5,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |  Grace Dodge Career and Technical Education High Sc |  Grace Dodge Yabc |  2474 CROTONA AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X660,10X565,High School for Energy and Technology,X565,2474 CROTONA AVENUE,X,10.0,400.0,2474 CROTONA AVENUE CONSOLIDATED LOCATION,5,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |  Grace Dodge Career and Technical Education High Sc |  Grace Dodge Yabc |  2474 CROTONA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X884,07X427,Community School for Social Justice,X427,350 GERARD AVENUE,X,7.0,326.0,350 GERARD AVENUE CONSOLIDATED LOCATION,2,Community School for Social Justice |  Health Opportunities High School |  350 GERARD AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10451.0,40.815938,-73.930386,1.0,8.0,63.0,2001027.0,2023440096.0,West Concourse                                                             
2015-16,X660,10X524,Crotona International High School,X524,2474 CROTONA AVENUE,X,10.0,338.0,2474 CROTONA AVENUE CONSOLIDATED LOCATION,5,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |  Grace Dodge Career and Technical Education High Sc |  Grace Dodge Yabc |  2474 CROTONA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X660,10X264,Bronx Academy for Software Engineering (BASE),X264,2474 CROTONA AVENUE,X,10.0,328.0,2474 CROTONA AVENUE CONSOLIDATED LOCATION,5,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |  Grace Dodge Career and Technical Education High Sc |  Grace Dodge Yabc |  2474 CROTONA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
2015-16,X655,,455 SOUTHERN BLVD CONSOLIDATED LOCATION,,455 SOUTHERN BLVD,X,7.0,1030.0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,3,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School | New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",3.0,7.0,1.0,6.0,3.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BRONX,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     
2015-16,X655,84X208      ,New Visions Charter High School for the Humanities,X208,455 SOUTHERN BLVD,X,7.0,445.0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,4,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     
2015-16,X655,07X557,Mott Haven Community High School,X557,455 SOUTHERN BLVD,X,7.0,242.0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,4,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",,,,,,2C,1-250,,,,,,BRONX,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     
2015-16,X655,07X259,"H.E.R.O. High (Health, Education, and Research Occ",X259,455 SOUTHERN BLVD,X,7.0,343.0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,4,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,BRONX,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     
2015-16,X650,,900 TINTON AVENUE CONSOLIDATED LOCATION ,,900 TINTON AVENUE,X,8.0,823.0,900 TINTON AVENUE CONSOLIDATED LOCATION ,2,School for Tourism and Hospitality |New Visions Charter HS for Advanced Match and Science II |900 TINTON AVENUE CONSOLIDATED LOCATION ,1.0,11.0,7.0,5.0,5.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BRONX,10456.0,40.821675,-73.903546,3.0,17.0,133.0,2004807.0,2026680001.0,Morrisania-Melrose                                                         
2015-16,X600,07X600,Alfred E. Smith Career and Technical Education Hig,X600,333 EAST 151 STREET,X,7.0,415.0,333 EAST 151 STREET CONSOLIDATED LOCATION,4,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
2015-16,X722,75X721,P.S. X721 - Stephen McSweeney School,X721,2697 WESTCHESTER AVENUE,X,11.0,560.0,,1,P.S. X721 - Stephen McSweeney School,0.0,1.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BRONX,10461.0,40.842289,-73.838949,11.0,13.0,284.0,2045725.0,2041330200.0,Van Nest-Morris Park-Westchester Square                                    
2015-16,X600,07X522,Bronx Design and Construction Academy,X522,333 EAST 151 STREET,X,7.0,577.0,333 EAST 151 STREET CONSOLIDATED LOCATION,4,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
2015-16,X600,07X456,Alfred E. Smith Campus YABC,X456,333 EAST 151 STREET,X,7.0,,333 EAST 151 STREET CONSOLIDATED LOCATION,4,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,3C,251- 500,,,,,,BRONX,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
2015-16,X600,07X381,Bronx Haven High School,X381,333 EAST 151 STREET,X,7.0,183.0,333 EAST 151 STREET CONSOLIDATED LOCATION,4,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,BRONX,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
2015-16,X498,,1640 BRONXDALE AVE CONSOLIDATED LOCATION,,1640 BRONXDALE AVE,X,11.0,951.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,0.0,1.0,0.0,0.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BRONX,10462.0,40.84473,-73.858207,11.0,13.0,244.0,2116414.0,2040910001.0,Van Nest-Morris Park-Westchester Square                                    
2015-16,X498,11X498,PS/MS 11X498 - VAN NEST ACADEMY,X498,1640 BRONXDALE AVE,X,11.0,626.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10462.0,40.84473,-73.858207,11.0,13.0,244.0,2116414.0,2040910001.0,Van Nest-Morris Park-Westchester Square                                    
2015-16,X498,84X378,ICAHN CHARTER SCHOOL 2(XE),X378,1640 BRONXDALE AVE,X,11.0,325.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10462.0,40.84473,-73.858207,11.0,13.0,244.0,2116414.0,2040910001.0,Van Nest-Morris Park-Westchester Square                                    
2015-16,X475,,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,99 TERRACE VIEW AVENUE,X,10.0,2933.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,3.0,18.0,44.0,9.0,6.0,11C,2501-3000,3.14,13.0,34.86,8.29,5.29,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2015-16,X475,84X553,THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW),X553,99 TERRACE VIEW AVENUE,X,10.0,507.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2015-16,X475,10X546,Bronx Theatre High School,X546,99 TERRACE VIEW AVENUE,X,10.0,383.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
2015-16,X475,84X539,THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW),X539,99 TERRACE VIEW AVENUE,X,10.0,454.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,BRONX,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
